id,name,source_id,node_id,lat,long,country_code,comment,tags,nuts_id_1,nuts_id_2,nuts_id_3,uncertainty_nuts_id_1,uncertainty_nuts_id_2,uncertainty_nuts_id_3,method_nuts_id_1,method_nuts_id_2,method_nuts_id_3
Prod_35,Prod_35,['XX_1067'],['Prod_35'],32.33194,29.44032,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_38,Prod_38,['XX_1070'],['Prod_38'],43.55604,29.95703,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_39,Prod_39,['XX_1071'],['Prod_39'],53.73811,1.27395,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_40,Prod_40,['XX_1072'],['Prod_40'],54.38332,2.28618,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_41,Prod_41,['XX_1073'],['Prod_41'],31.95676,33.090090000000004,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_42,Prod_42,['XX_1074'],['Prod_42'],32.514720000000004,31.79108,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_43,Prod_43,['XX_1075'],['Prod_43'],32.35902,31.16877,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_44,Prod_44,['XX_1076'],['Prod_44'],32.5665,31.04055,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_46,Prod_46,['XX_1078'],['Prod_46'],57.39842,2.7383,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_47,Prod_47,['XX_1079'],['Prod_47'],53.56514,1.84402,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_48,Prod_48,['XX_1080'],['Prod_48'],53.69984,1.93389,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_49,Prod_49,['XX_1081'],['Prod_49'],54.05486,2.87711,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_50,Prod_50,['XX_1082'],['Prod_50'],57.78984000000001,-0.82934,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_51,Prod_51,['XX_1083'],['Prod_51'],32.19238,32.83319,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_52,Prod_52,['XX_1084'],['Prod_52'],32.171640000000004,32.5096,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_53,Prod_53,['XX_1085'],['Prod_53'],32.20794,32.27863,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_54,Prod_54,['XX_1086'],['Prod_54'],57.2925,2.93439,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_56,Prod_56,['XX_1088'],['Prod_56'],57.26519,1.8844,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_57,Prod_57,['XX_1089'],['Prod_57'],45.61847,31.68827000000001,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_60,Prod_60,['XX_1092'],['Prod_60'],57.15221,4.00237,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_61,Prod_61,['XX_1093'],['Prod_61'],56.92576999999999,3.89624,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_64,Prod_64,['XX_1096'],['Prod_64'],64.3921,7.323410000000001,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_65,Prod_65,['XX_1097'],['Prod_65'],32.44425,30.559040000000003,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_66,Prod_66,['XX_1098'],['Prod_66'],57.6198,0.8375,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_67,Prod_67,['XX_1099'],['Prod_67'],57.85582,0.7605,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_68,Prod_68,['XX_1100'],['Prod_68'],57.99441,2.0278400000000003,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_69,Prod_69,['XX_1101'],['Prod_69'],59.19034,1.99848,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_71,Prod_71,['XX_1103'],['Prod_71'],58.5369,1.95724,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_72,Prod_72,['XX_1104'],['Prod_72'],58.46497,1.74205,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_73,Prod_73,['XX_1105'],['Prod_73'],63.32893000000001,5.48451,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_74,Prod_74,['XX_1106'],['Prod_74'],32.72161,30.36658,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_75,Prod_75,['XX_1107'],['Prod_75'],32.68294,30.5551,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_76,Prod_76,['XX_1108'],['Prod_76'],43.89683,29.82418,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_77,Prod_77,['XX_1109'],['Prod_77'],43.98256,30.0326,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_8,Prod_8,['XX_1040'],['Prod_8'],55.51781999999999,4.1589800000000015,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_80,Prod_80,['XX_1112'],['Prod_80'],60.44403000000001,2.96875,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_83,Prod_83,['XX_1115'],['Prod_83'],58.8782,2.71016,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_84,Prod_84,['XX_1116'],['Prod_84'],65.03563,6.8993800000000025,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_85,Prod_85,['XX_1117'],['Prod_85'],60.23457,3.30784,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_86,Prod_86,['XX_1118'],['Prod_86'],60.29139,3.51377,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_87,Prod_87,['XX_1119'],['Prod_87'],63.31667,5.37545,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_88,Prod_88,['XX_1120'],['Prod_88'],64.43615,7.26474,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_89,Prod_89,['XX_1121'],['Prod_89'],32.021370000000005,32.86071,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_90,Prod_90,['XX_1122'],['Prod_90'],60.603,2.72095,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_91,Prod_91,['XX_1123'],['Prod_91'],60.84458000000001,2.09087,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_93,Prod_93,['XX_1125'],['Prod_93'],60.71336,2.60443,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_94,Prod_94,['XX_1126'],['Prod_94'],61.23191,2.66443,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_95,Prod_95,['XX_1127'],['Prod_95'],57.68124,1.92746,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_96,Prod_96,['XX_1128'],['Prod_96'],58.65086,2.70398,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Prod_97,Prod_97,['XX_1129'],['Prod_97'],58.07062,2.58273,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_10217_p,,['SEQ_10217_p'],['SEQ_10217_p'],54.3222,6.58246,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_10234_p,,['SEQ_10234_p'],['SEQ_10234_p'],54.42795,2.25457,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_10250_p,,['SEQ_10250_p'],['SEQ_10250_p'],57.72512,-0.88999,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_10285_p,,['SEQ_10285_p'],['SEQ_10285_p'],60.68379,2.46436,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_10356_p,,['SEQ_10356_p'],['SEQ_10356_p'],54.03077,2.96109,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_10483_p,,['SEQ_10483_p'],['SEQ_10483_p'],54.195780000000006,6.80857,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12081_p,,['SEQ_12081_p'],['SEQ_12081_p'],60.133808,2.697875,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12138_p,,['SEQ_12138_p'],['SEQ_12138_p'],65.656813,7.665012,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12147_p,,['SEQ_12147_p'],['SEQ_12147_p'],59.172434,2.239961,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12254_p,,['SEQ_12254_p'],['SEQ_12254_p'],64.367549,7.244439,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12265_p,,['SEQ_12265_p'],['SEQ_12265_p'],61.185196,2.520644,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12331_p,,['SEQ_12331_p'],['SEQ_12331_p'],61.23310600000001,3.399062,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12344_p,,['SEQ_12344_p'],['SEQ_12344_p'],63.37420400000001,5.6672970000000005,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12356_p,,['SEQ_12356_p'],['SEQ_12356_p'],64.994189,6.755214,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12400_p,,['SEQ_12400_p'],['SEQ_12400_p'],60.88234300000001,2.400514,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12402_p,,['SEQ_12402_p'],['SEQ_12402_p'],60.66864,2.779059,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12403_p,,['SEQ_12403_p'],['SEQ_12403_p'],60.533063,2.924434,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12405_p,,['SEQ_12405_p'],['SEQ_12405_p'],60.397953,3.190334,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12425_p,,['SEQ_12425_p'],['SEQ_12425_p'],55.652575,4.241669,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_12504_p,,['SEQ_12504_p'],['SEQ_12504_p'],58.139086,2.3878310000000003,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_1745__M_LMGN,SEQ_1745__M_LMGN,['XX_5506'],['SEQ_1745__M_LMGN'],41.952675,49.27101,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_18013__S_LMGN,SEQ_18013__S_LMGN,['XX_9350'],['SEQ_18013__S_LMGN'],45.38203,32.01532,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_1883__L_LMGN,SEQ_1883__L_LMGN,['XX_4664'],['SEQ_1883__L_LMGN'],42.101275,48.90999,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_1889__L_LMGN,SEQ_1889__L_LMGN,['XX_4666'],['SEQ_1889__L_LMGN'],42.40056,48.72591,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_2423__M_LMGN,SEQ_2423__M_LMGN,['XX_5620'],['SEQ_2423__M_LMGN'],42.72302,41.36973,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_2973__L_LMGN,SEQ_2973__L_LMGN,['XX_4758'],['SEQ_2973__L_LMGN'],31.57288,26.72218,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_2977__L_LMGN,SEQ_2977__L_LMGN,['XX_4762'],['SEQ_2977__L_LMGN'],32.001020000000004,31.36169000000001,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_2983__L_LMGN,SEQ_2983__L_LMGN,['XX_4764'],['SEQ_2983__L_LMGN'],31.73413,31.39423,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_3011__L_LMGN,SEQ_3011__L_LMGN,['XX_4770'],['SEQ_3011__L_LMGN'],31.65252000000001,32.39165,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_3297__L_LMGN,SEQ_3297__L_LMGN,['XX_4790'],['SEQ_3297__L_LMGN'],34.77377,10.91552,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_3437_p,,['SEQ_3437_p'],['SEQ_3437_p'],54.29715,-4.77449,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_4057__L_LMGN,SEQ_4057__L_LMGN,['XX_4850'],['SEQ_4057__L_LMGN'],31.69227,29.76049,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_4241__M_LMGN,SEQ_4241__M_LMGN,['XX_5868'],['SEQ_4241__M_LMGN'],32.911425,12.99833,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_5059__L_LMGN,SEQ_5059__L_LMGN,['XX_4954'],['SEQ_5059__L_LMGN'],38.8064,46.77082,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_5567__L_LMGN,SEQ_5567__L_LMGN,['XX_4984'],['SEQ_5567__L_LMGN'],32.33348,36.76531,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_5692_p,,['SEQ_5692_p'],['SEQ_5692_p'],32.20733,30.01593,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_5856_p,,['SEQ_5856_p'],['SEQ_5856_p'],32.3827,31.20659,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_6435_p,,['SEQ_6435_p'],['SEQ_6435_p'],36.19728,13.88715,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_7126_p,,['SEQ_7126_p'],['SEQ_7126_p'],32.14092,32.8399,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_7153__L_LMGN,SEQ_7153__L_LMGN,['XX_5088'],['SEQ_7153__L_LMGN'],34.68186,38.58292,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_7179__L_LMGN,SEQ_7179__L_LMGN,['XX_5090'],['SEQ_7179__L_LMGN'],34.64089,37.1222,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_7443_p,,['SEQ_7443_p'],['SEQ_7443_p'],32.057320000000004,34.97314,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_7444_p,,['SEQ_7444_p'],['SEQ_7444_p'],32.03768,34.8158,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_8113__L_LMGN,SEQ_8113__L_LMGN,['XX_5174'],['SEQ_8113__L_LMGN'],43.86124,39.1952,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_9389__M_LMGN,SEQ_9389__M_LMGN,['XX_6586'],['SEQ_9389__M_LMGN'],31.87903,34.5099,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
SEQ_971__M_LMGN,SEQ_971__M_LMGN,['XX_5424'],['SEQ_971__M_LMGN'],32.46714,31.98181,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Stor_EU_35,Stor_EU_35,['XX_1014'],['Stor_EU_35'],53.66309,1.27678,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Stor_NonEU_28,Stor_NonEU_28,['XX_1067'],['Stor_NonEU_28'],47.0225,39.00977,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
Stor_NonEU_8,Stor_NonEU_8,['XX_1047'],['Stor_NonEU_8'],41.94777,49.32137,XX,,{},XX,XX,XX,0,0,0,M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num(),M_Consumers.add_Nuts_Num()
