id,country_code
N_671_S_LMGN,PT
SEQ_3365__M_LMGN,PT
SEQ_3353__M_LMGN,PT
SEQ_2351_p,PT
SEQ_3349__M_LMGN,PT
SEQ_3341__M_LMGN,PT
N_343_M_LMGN,PT
N_1160_S_LMGN,PT
SEQ_233__L_LMGN,IT
INET_N_245,IT
SEQ_5075__S_LMGN,TR
N_702_S_LMGN,TR
SEQ_5053__S_LMGN,TR
N_36_L_LMGN,TR
SEQ_1613__L_LMGN,TR
SEQ_1609__L_LMGN,TR
SEQ_1607__L_LMGN,TR
SEQ_1605__L_LMGN,TR
SEQ_1597__L_LMGN,TR
N_559_S_LMGN,HU
SEQ_3901__S_LMGN,HU
N_2689_M_LMGN,HU
N_1615_S_LMGN,FR
N_2074_S_LMGN,FR
SEQ_12081__S_LMGN,FR
SEQ_4197__L_LMGN,FR
N_186_L_LMGN,FR
SEQ_1317__L_LMGN,FR
SEQ_1315__L_LMGN,FR
SEQ_1311__L_LMGN,FR
N_2246_S_LMGN,ES
N_2247_S_LMGN,ES
N_147_L_LMGN,FR
N_2257_S_LMGN,FR
SEQ_6599__L_LMGN,FR
SEQ_3383__L_LMGN,IT
SEQ_3395__L_LMGN,IT
SEQ_3381__L_LMGN,IT
SEQ_3377__L_LMGN,IT
N_100_L_LMGN,IT
SEQ_2436_p,IT
SEQ_2163__L_LMGN,IT
N_2138_S_LMGN,IT
N_1883_S_LMGN,IT
SEQ_2444_p,IT
N_1516_S_LMGN,IT
N_1513_S_LMGN,IT
SEQ_3255__L_LMGN,FR
SEQ_3257__L_LMGN,FR
SEQ_3261__L_LMGN,FR
N_2249_S_LMGN,FR
N_2389_S_LMGN,FR
N_2250_S_LMGN,FR
N_2251_S_LMGN,FR
N_1732_S_LMGN,FR
N_131_L_LMGN,RU
SEQ_6797__M_LMGN,RU
GSE_N_130,IT
SEQ_2476_p,IT
SEQ_8811__S_LMGN,IT
N_393_S_LMGN,UA
N_711_S_LMGN,UA
N_175_L_LMGN,UA
SEQ_3053__M_LMGN,GB
SEQ_3051__M_LMGN,GB
INET_N_339,GB
SEQ_1547__L_LMGN,IT
N_2337_S_LMGN,IT
N_2474_S_LMGN,IT
N_1525_S_LMGN,IT
N_1521_S_LMGN,IT
SEQ_2510_p,IT
N_1522_S_LMGN,IT
SEQ_5267__L_LMGN,FR
SEQ_5273__L_LMGN,FR
SEQ_5285__L_LMGN,FR
N_797_M_LMGN,GR
N_798_M_LMGN,GR
SEQ_6233__L_LMGN,AT
SEQ_2532_p,AT
N_48_L_LMGN,AT
N_194_L_LMGN,FR
SEQ_4361__L_LMGN,FR
SEQ_4363__L_LMGN,FR
N_195_L_LMGN,FR
N_1724_S_LMGN,FR
SEQ_7085__M_LMGN,FR
N_590_M_LMGN,LT
N_993_S_LMGN,LT
N_59_M_LMGN,LT
N_579_S_LMGN,LT
N_161_L_LMGN,CZ
SEQ_2556_p,CZ
N_513_S_LMGN,IT
SEQ_16057__S_LMGN,IT
N_1123_S_LMGN,BE
N_1291_S_LMGN,BE
N_1292_S_LMGN,BE
SEQ_2577_p,FR
N_2189_S_LMGN,FR
SEQ_8566_p,IT
N_285_M_LMGN,IT
N_624_M_LMGN,SE
N_623_M_LMGN,SE
SEQ_5935__L_LMGN,GB
N_869_S_LMGN,ES
SEQ_9353_p,FR
SEQ_4169__L_LMGN,GB
SEQ_4363__M_LMGN,GB
N_121_L_LMGN,UA
SEQ_5999__L_LMGN,FR
SEQ_2607_p,FR
N_198_L_LMGN,FR
SEQ_6227__L_LMGN,AT
SEQ_2612_p,AT
SEQ_10681__S_LMGN,ES
N_1446_S_LMGN,ES
SEQ_2620_p,BG
SEQ_3153__M_LMGN,BG
SEQ_6989__L_LMGN,BG
N_713_S_LMGN,BG
N_171_L_LMGN,UA
N_125_L_LMGN,UA
N_270_M_LMGN,LV
Stor_EU_3,LV
N_877_M_LMGN,LV
SEQ_4379__L_LMGN,FR
SEQ_2643_p,NL
SEQ_5449__M_LMGN,IE
SEQ_2649_p,FI
N_275_L_LMGN,GB
N_862_S_LMGN,NL
SEQ_1291__L_LMGN,FR
N_812_M_LMGN,FR
SEQ_20333__S_LMGN,CZ
N_1573_S_LMGN,CZ
SEQ_2707__L_LMGN,IT
SEQ_6855__L_LMGN,AT
SEQ_5533__L_LMGN,TR
SEQ_5531__L_LMGN,TR
SEQ_5523__L_LMGN,TR
SEQ_7771__L_LMGN,TR
N_222_L_LMGN,TR
SEQ_1217__L_LMGN,BY
SEQ_1229__L_LMGN,BY
SEQ_1211__L_LMGN,BY
N_52_L_LMGN,UA
N_78_L_LMGN,UA
N_180_L_LMGN,UA
N_247_L_LMGN,UA
N_276_L_LMGN,FR
SEQ_7483__L_LMGN,FR
SEQ_7487__L_LMGN,FR
N_2357_S_LMGN,RS
SEQ_7__M_LMGN,TR
SEQ_17__M_LMGN,TR
N_1_M_LMGN,TR
SEQ_1381__L_LMGN,FR
SEQ_1387__L_LMGN,FR
N_1366_S_LMGN,FR
N_1352_S_LMGN,FR
N_1353_S_LMGN,FR
N_1354_S_LMGN,FR
N_1993_S_LMGN,FR
SEQ_3993__L_LMGN,TR
SEQ_4001__L_LMGN,TR
SEQ_4005__L_LMGN,TR
SEQ_4013__L_LMGN,TR
SEQ_2763_p,TR
SEQ_4031__L_LMGN,TR
SEQ_4039__L_LMGN,TR
N_176_L_LMGN,TR
SEQ_5481__L_LMGN,TR
SEQ_5485__L_LMGN,TR
N_221_L_LMGN,TR
SEQ_8217__L_LMGN,TR
SEQ_1063__S_LMGN,TR
SEQ_3245__M_LMGN,BG
SEQ_3255__M_LMGN,BG
SEQ_3239__M_LMGN,BG
SEQ_3233__M_LMGN,BG
SEQ_3227__M_LMGN,BG
N_531_S_LMGN,IT
N_530_S_LMGN,IT
SEQ_1361__L_LMGN,FR
N_60_L_LMGN,FR
SEQ_3193__L_LMGN,FR
SEQ_2805_p,FR
SEQ_7497__L_LMGN,FR
SEQ_7493__L_LMGN,FR
SEQ_2811_p,FR
SEQ_717__M_LMGN,PT
N_86_S_LMGN,PT
N_79_M_LMGN,PT
SEQ_703__M_LMGN,PT
SEQ_10029__M_LMGN,FR
SEQ_2825_p,FR
N_1717_S_LMGN,FR
N_299_S_LMGN,NL
N_321_NS_LMGN,NL
N_188_L_LMGN,GB
SEQ_2833_p,GB
N_143_L_LMGN,GB
N_1804_S_LMGN,ES
SEQ_2845_p,ES
SEQ_18443__S_LMGN,ES
SEQ_5971__L_LMGN,FR
SEQ_5979__L_LMGN,FR
SEQ_5987__L_LMGN,FR
SEQ_10703__M_LMGN,FR
N_2472_S_LMGN,IT
N_2336_S_LMGN,IT
SEQ_20137__S_LMGN,IT
SEQ_21355__S_LMGN,RS
Stor_EU_11,RS
SEQ_6733__M_LMGN,RS
N_502_M_LMGN,RS
N_2303_S_LMGN,IT
N_1186_S_LMGN,IT
N_2097_S_LMGN,IT
N_253_L_LMGN,FR
N_287_L_LMGN,FR
SEQ_6535__L_LMGN,FR
N_2182_S_LMGN,FR
SEQ_2880_p,FR
N_2184_S_LMGN,FR
SEQ_15277__S_LMGN,FR
N_2001_S_LMGN,FR
N_2002_S_LMGN,FR
SEQ_4367__L_LMGN,FR
N_292_S_LMGN,EE
N_294_S_LMGN,EE
N_426_S_LMGN,EE
N_184_S_LMGN,LV
N_460_M_LMGN,LV
N_420_S_LMGN,LV
SEQ_2909_p,LV
N_960_S_LMGN,AT
SEQ_3663__L_LMGN,CZ
N_2047_S_LMGN,CZ
SEQ_1371__L_LMGN,FR
SEQ_1375__L_LMGN,FR
SEQ_2932_p,FR
SEQ_757__L_LMGN,GB
N_113_NS_LMGN,GB
N_33_L_LMGN,GB
SEQ_2947_p,GB
N_35_L_LMGN,GB
N_218_L_LMGN,UA
N_55_M_LMGN,UA
N_56_M_LMGN,UA
SEQ_589__M_LMGN,UA
SEQ_5845__L_LMGN,UA
SEQ_5843__L_LMGN,UA
SEQ_6409__M_LMGN,LT
SEQ_3261__M_LMGN,BG
SEQ_3267__M_LMGN,BG
N_2398_S_LMGN,FR
N_733_M_LMGN,FR
SEQ_2980_p,FR
SEQ_10825__M_LMGN,FR
SEQ_10417__S_LMGN,CZ
N_1420_S_LMGN,CZ
SEQ_3975__L_LMGN,UA
SEQ_3965__L_LMGN,UA
SEQ_3953__L_LMGN,UA
Prod_3,UA
SEQ_6833__L_LMGN,PL
SEQ_867__L_LMGN,ES
SEQ_8235__L_LMGN,GB
N_274_L_LMGN,GB
SEQ_7459__L_LMGN,GB
SEQ_3018_p,GB
N_273_L_LMGN,GB
SEQ_7423__L_LMGN,GB
N_1497_S_LMGN,IT
SEQ_1315__M_LMGN,HU
N_131_M_LMGN,HU
SEQ_5303__M_LMGN,HU
N_498_M_LMGN,HU
SEQ_5309__L_LMGN,SK
SEQ_661__M_LMGN,ES
INET_N_697,ES
SEQ_657__M_LMGN,ES
SEQ_6329__L_LMGN,UA
N_1698_S_LMGN,FR
SEQ_4115__S_LMGN,NL
SEQ_5417__M_LMGN,GB
SEQ_843__L_LMGN,GB
N_414_M_LMGN,GB
N_409_M_LMGN,GB
N_2099_S_LMGN,IT
INET_N_1259,IT
SEQ_10331__M_LMGN,UA
SEQ_5821__S_LMGN,RO
N_209_S_LMGN,RO
SEQ_7371__S_LMGN,RO
N_421_M_LMGN,RO
SEQ_4467__M_LMGN,RO
SEQ_4471__M_LMGN,RO
SEQ_4477__M_LMGN,RO
SEQ_6333__M_LMGN,LT
SEQ_6349__M_LMGN,LT
SEQ_1257__S_LMGN,LT
N_178_S_LMGN,LT
N_1940_S_LMGN,BE
INET_N_1413,BE
SEQ_3101_p,ES
N_697_M_LMGN,ES
N_827_M_LMGN,ES
N_419_M_LMGN,GR
SEQ_4335__M_LMGN,SE
N_406_M_LMGN,SE
N_303_M_LMGN,SE
SEQ_3173__M_LMGN,BG
SEQ_3183__M_LMGN,BG
SEQ_3171__M_LMGN,BG
N_746_S_LMGN,PL
N_747_S_LMGN,PL
N_203_M_LMGN,DK
SEQ_7829__M_LMGN,DK
SEQ_5727__L_LMGN,HU
SEQ_5735__L_LMGN,HU
SEQ_5741__L_LMGN,HU
N_1217_S_LMGN,IT
N_2571_S_LMGN,IT
N_6_L_LMGN,IT
SEQ_3145_p,IT
N_111_L_LMGN,UA
SEQ_3223__L_LMGN,FR
N_2037_S_LMGN,FR
N_606_M_LMGN,IT
N_289_M_LMGN,IT
SEQ_2913__M_LMGN,IT
INET_N_302,IT
N_2368_S_LMGN,BE
Stor_NonEU_37,BY
N_231_L_LMGN,UA
SEQ_8033__L_LMGN,UA
N_145_M_LMGN,UA
N_1179_S_LMGN,IT
SEQ_3182_p,IT
SEQ_3189_p,GB
N_508_M_LMGN,GB
N_251_L_LMGN,GB
SEQ_6859__L_LMGN,AT
SEQ_4087__M_LMGN,PL
N_11_L_LMGN,BY
N_2181_S_LMGN,BY
SEQ_3199_p,AT
INET_N_1316,NL
SEQ_14133__S_LMGN,IT
Stor_EU_31,IT
N_1519_S_LMGN,IT
N_1181_S_LMGN,IT
SEQ_7571_p,ES
SEQ_3220_p,ES
SEQ_3225_p,IT
N_462_M_LMGN,LT
SEQ_3230_p,AT
SEQ_9753__M_LMGN,HU
SEQ_9755__M_LMGN,HU
SEQ_7009__L_LMGN,RO
SEQ_7589__S_LMGN,RO
N_2424_S_LMGN,FR
N_230_L_LMGN,UA
SEQ_6369__L_LMGN,UA
SEQ_3240_p,GB
SEQ_4321__L_LMGN,FR
SEQ_4323__L_LMGN,FR
INET_N_1224,IT
N_200_M_LMGN,IT
SEQ_8927__M_LMGN,IT
SEQ_8933__M_LMGN,IT
N_1173_S_LMGN,IT
N_1172_S_LMGN,IT
N_261_M_LMGN,FI
SEQ_2643__M_LMGN,FI
N_262_M_LMGN,FI
SEQ_3265_p,FI
SEQ_3266_p,FI
N_925_M_LMGN,FI
N_1882_S_LMGN,IT
N_1736_S_LMGN,CH
N_1737_S_LMGN,CH
N_2564_S_LMGN,CH
SEQ_2543__M_LMGN,TR
SEQ_2509__M_LMGN,TR
SEQ_2505__M_LMGN,TR
N_249_M_LMGN,TR
SEQ_5217__M_LMGN,PL
SEQ_5231__M_LMGN,PL
SEQ_5233__M_LMGN,PL
SEQ_6861__S_LMGN,PL
N_956_S_LMGN,PL
N_406_S_LMGN,PL
SEQ_2733__L_LMGN,PL
N_120_L_LMGN,PL
N_2569_S_LMGN,IT
SEQ_5183__L_LMGN,IT
N_1478_S_LMGN,IT
N_1477_S_LMGN,IT
SEQ_3328_p,ES
N_643_S_LMGN,ES
N_746_L_LMGN,UA
SEQ_9097__M_LMGN,UA
N_2585_M_LMGN,UA
SEQ_5169__M_LMGN,BY
SEQ_1237__L_LMGN,BY
N_780_S_LMGN,BY
N_187_M_LMGN,LV
N_268_M_LMGN,LV
N_383_M_LMGN,LV
N_326_S_LMGN,ES
SEQ_3370_p,ES
SEQ_17563__S_LMGN,ES
N_344_S_LMGN,ES
SEQ_8405__S_LMGN,ES
N_901_S_LMGN,ES
N_897_S_LMGN,ES
SEQ_3381_p,ES
N_672_S_LMGN,ES
SEQ_4395__M_LMGN,UA
SEQ_9843__M_LMGN,IE
N_856_M_LMGN,IE
INET_N_1653,IT
N_250_S_LMGN,TR
N_251_S_LMGN,TR
SEQ_8205__L_LMGN,TR
SEQ_7005__L_LMGN,RO
SEQ_7001__L_LMGN,RO
SEQ_6995__L_LMGN,RO
SEQ_3421_p,RO
N_1855_S_LMGN,FR
N_2323_S_LMGN,FR
N_2562_S_LMGN,FR
N_1891_S_LMGN,IT
SEQ_1353__L_LMGN,GB
SEQ_6503__L_LMGN,FR
N_432_S_LMGN,FR
SEQ_6499__L_LMGN,FR
SEQ_6493__L_LMGN,FR
N_250_L_LMGN,FR
N_254_L_LMGN,FR
N_1101_S_LMGN,BE
N_1093_S_LMGN,BE
N_1094_S_LMGN,BE
SEQ_5455__M_LMGN,IE
SEQ_5463__M_LMGN,IE
SEQ_5471__M_LMGN,IE
N_510_M_LMGN,IE
SEQ_7779__M_LMGN,CZ
N_759_M_LMGN,RU
SEQ_8705__M_LMGN,RU
SEQ_3487_p,GB
N_2593_S_LMGN,NL
N_346_S_LMGN,IT
N_280_M_LMGN,UA
N_1280_S_LMGN,NL
N_77_L_LMGN,UA
SEQ_2913__L_LMGN,UA
N_17_M_LMGN,UA
N_898_S_LMGN,PT
SEQ_9569__S_LMGN,RS
N_587_S_LMGN,RS
N_797_S_LMGN,RS
N_139_L_LMGN,UA
N_2492_S_LMGN,NL
N_1395_S_LMGN,CZ
N_850_M_LMGN,IT
SEQ_3548_p,LT
SEQ_3549_p,LT
N_1243_S_LMGN,AT
N_135_S_LMGN,IT
N_621_S_LMGN,ES
N_1523_S_LMGN,IT
N_2526_S_LMGN,FR
N_2527_S_LMGN,FR
N_1849_S_LMGN,IT
N_1208_S_LMGN,IT
N_1515_S_LMGN,IT
N_512_S_LMGN,IT
N_520_S_LMGN,IT
SEQ_5527__M_LMGN,GB
N_1495_S_LMGN,IT
N_482_M_LMGN,UA
N_1627_S_LMGN,FR
SEQ_3877__L_LMGN,UA
SEQ_3600_p,UA
N_455_S_LMGN,UA
N_2409_S_LMGN,FR
N_267_M_LMGN,EE
SEQ_11089__S_LMGN,IT
SEQ_3633_p,IT
N_1884_S_LMGN,IT
SEQ_6445__M_LMGN,RU
N_472_M_LMGN,RU
N_594_M_LMGN,RU
SEQ_1879__M_LMGN,RU
SEQ_6933__L_LMGN,TR
N_260_L_LMGN,TR
SEQ_8055__L_LMGN,TR
N_124_S_LMGN,UA
N_961_S_LMGN,AT
N_1907_S_LMGN,AT
N_1696_S_LMGN,FR
SEQ_3676_p,FR
SEQ_1307__L_LMGN,FR
N_667_S_LMGN,ES
N_668_S_LMGN,ES
SEQ_5443__L_LMGN,RU
N_217_L_LMGN,RU
SEQ_5323__M_LMGN,RS
SEQ_5315__M_LMGN,HU
SEQ_5313__M_LMGN,HU
SEQ_3706_p,ES
Prod_11,
N_336_M_LMGN,ES
N_517_S_LMGN,SI
N_112_L_LMGN,UA
Stor_EU_71,AT
SEQ_5849__M_LMGN,IT
N_510_S_LMGN,IT
N_1864_S_LMGN,IT
SEQ_201__L_LMGN,RU
N_3_L_LMGN,RU
SEQ_199__L_LMGN,RU
N_238_S_LMGN,RU
N_1142_S_LMGN,ES
SEQ_2349__S_LMGN,IT
N_347_S_LMGN,IT
N_964_S_LMGN,SI
N_965_S_LMGN,SI
SEQ_923__L_LMGN,SI
N_751_S_LMGN,HU
SEQ_3796_p,PT
SEQ_293__M_LMGN,PT
N_758_S_LMGN,BY
SEQ_5019__L_LMGN,TR
N_1238_S_LMGN,SI
N_2354_S_LMGN,SI
N_1147_S_LMGN,ES
SEQ_3831_p,FR
N_2214_S_LMGN,HU
N_1551_S_LMGN,SI
N_1550_S_LMGN,SI
N_893_M_LMGN,FR
SEQ_10775__M_LMGN,FR
N_1553_S_LMGN,AT
SEQ_10271__M_LMGN,NL
N_1612_S_LMGN,NL
N_633_M_LMGN,RU
N_2452_S_LMGN,IT
SEQ_19025__S_LMGN,IT
N_1625_S_LMGN,BE
N_1888_S_LMGN,IT
N_2136_S_LMGN,IT
N_694_S_LMGN,IT
N_0_L_LMGN,
N_1_L_LMGN,IR
N_2_L_LMGN,RU
SEQ_145__L_LMGN,RU
SEQ_195__L_LMGN,RU
N_8_L_LMGN,EG
SEQ_255__L_LMGN,EG
N_9_L_LMGN,EG
SEQ_291__L_LMGN,BY
SEQ_299__L_LMGN,BY
N_388_M_LMGN,RU
SEQ_309__L_LMGN,RU
SEQ_325__L_LMGN,RU
SEQ_331__L_LMGN,RU
N_15_L_LMGN,RU
N_16_L_LMGN,RU
SEQ_369__L_LMGN,RU
SEQ_373__L_LMGN,RU
SEQ_403__L_LMGN,RU
SEQ_437__L_LMGN,RU
SEQ_449__L_LMGN,RU
SEQ_457__L_LMGN,RU
SEQ_467__L_LMGN,RU
N_17_L_LMGN,RU
N_18_L_LMGN,RU
SEQ_475__L_LMGN,RU
SEQ_511__L_LMGN,RU
SEQ_525__L_LMGN,RU
SEQ_527__L_LMGN,RU
SEQ_537__L_LMGN,RU
SEQ_583__L_LMGN,RU
SEQ_591__L_LMGN,RU
N_19_L_LMGN,RU
N_20_L_LMGN,RU
N_21_L_LMGN,RU
N_22_L_LMGN,RU
N_23_L_LMGN,RU
SEQ_623__L_LMGN,RU
SEQ_639__L_LMGN,RU
N_24_L_LMGN,RU
N_25_L_LMGN,RU
N_29_L_LMGN,IT
N_37_L_LMGN,TR
SEQ_7313__M_LMGN,RU
SEQ_4105_p,RU
SEQ_4116_p,GB
SEQ_889__L_LMGN,FR
SEQ_893__L_LMGN,FR
SEQ_1251__L_LMGN,BY
SEQ_1255__L_LMGN,BY
SEQ_1259__L_LMGN,BY
N_54_L_LMGN,RU
SEQ_4148_p,FR
N_58_L_LMGN,GB
N_62_L_LMGN,DZ
SEQ_1413__L_LMGN,DZ
SEQ_1419__L_LMGN,DZ
SEQ_1427__L_LMGN,DZ
N_63_L_LMGN,DZ
SEQ_1479__L_LMGN,IT
N_66_L_LMGN,IT
SEQ_1493__L_LMGN,IT
SEQ_1513__L_LMGN,IT
N_1192_S_LMGN,IT
SEQ_1567__L_LMGN,RU
N_72_L_LMGN,RU
N_73_L_LMGN,RU
N_74_L_LMGN,RU
N_12_L_LMGN,RU
N_82_L_LMGN,RU
N_83_L_LMGN,RU
SEQ_1751__L_LMGN,RU
SEQ_1757__L_LMGN,RU
SEQ_1765__L_LMGN,RU
SEQ_1771__L_LMGN,RU
SEQ_1773__L_LMGN,RU
SEQ_1797__L_LMGN,RU
N_84_L_LMGN,RU
SEQ_1829__L_LMGN,RU
SEQ_1833__L_LMGN,RU
SEQ_1835__L_LMGN,RU
N_85_L_LMGN,RU
SEQ_1839__L_LMGN,RU
SEQ_1845__L_LMGN,RU
N_86_L_LMGN,RU
Stor_NonEU_21,RU
SEQ_1883__L_LMGN,
SEQ_1889__L_LMGN,
SEQ_1913__L_LMGN,RU
SEQ_1919__L_LMGN,RU
SEQ_1929__L_LMGN,RU
SEQ_1945__L_LMGN,RU
SEQ_1951__L_LMGN,RU
SEQ_1967__L_LMGN,RU
SEQ_1971__L_LMGN,RU
SEQ_1981__L_LMGN,RU
SEQ_1993__L_LMGN,RU
N_89_L_LMGN,RU
SEQ_2013__L_LMGN,RU
SEQ_2025__L_LMGN,RU
SEQ_2027__L_LMGN,RU
N_91_L_LMGN,GB
SEQ_2075__L_LMGN,GB
N_99_L_LMGN,IT
N_102_L_LMGN,IQ
N_103_L_LMGN,IQ
N_104_L_LMGN,IQ
N_105_L_LMGN,IQ
N_109_L_LMGN,AZ
SEQ_2397__L_LMGN,AZ
N_460_L_LMGN,RU
SEQ_2415__L_LMGN,RU
SEQ_2417__L_LMGN,RU
SEQ_2429__L_LMGN,RU
SEQ_2441__L_LMGN,GE
SEQ_2461__L_LMGN,GE
SEQ_2469__L_LMGN,GE
SEQ_2475__L_LMGN,GE
SEQ_2495__L_LMGN,GE
N_132_L_LMGN,EG
SEQ_2945__L_LMGN,EG
SEQ_2957__L_LMGN,EG
SEQ_2973__L_LMGN,EG
N_133_L_LMGN,EG
N_134_L_LMGN,
SEQ_2977__L_LMGN,
SEQ_2983__L_LMGN,EG
N_135_L_LMGN,EG
N_136_L_LMGN,EG
SEQ_3011__L_LMGN,
N_137_L_LMGN,
N_142_L_LMGN,RU
SEQ_3103__L_LMGN,RU
SEQ_4496_p,GB
INET_N_1490,GB
SEQ_4505_p,FR
N_152_L_LMGN,FR
N_153_L_LMGN,TN
SEQ_3281__L_LMGN,TN
SEQ_3297__L_LMGN,TN
SEQ_3321__L_LMGN,TN
SEQ_3365__L_LMGN,TN
N_154_L_LMGN,TN
SEQ_3403__L_LMGN,IT
SEQ_3421__L_LMGN,TN
SEQ_3431__L_LMGN,TN
N_158_L_LMGN,IQ
N_159_L_LMGN,IQ
SEQ_4579_p,IT
SEQ_4589_p,CZ
SEQ_4594_p,CZ
SEQ_3737__L_LMGN,IT
SEQ_4599_p,IT
SEQ_4609_p,BY
SEQ_3807__L_LMGN,BY
SEQ_3813__L_LMGN,BY
SEQ_3817__L_LMGN,BY
SEQ_4623_p,GB
N_177_L_LMGN,
SEQ_4057__L_LMGN,
N_178_L_LMGN,
N_771_S_LMGN,RU
N_183_L_LMGN,RU
SEQ_4187__L_LMGN,FR
N_187_L_LMGN,FR
SEQ_4237__L_LMGN,FR
SEQ_4337__L_LMGN,FR
SEQ_4341__L_LMGN,FR
SEQ_4427__L_LMGN,DZ
SEQ_4441__L_LMGN,DZ
SEQ_4451__L_LMGN,DZ
SEQ_4455__L_LMGN,DZ
SEQ_4459__L_LMGN,DZ
SEQ_4463__L_LMGN,DZ
SEQ_4469__L_LMGN,DZ
SEQ_4475__L_LMGN,DZ
SEQ_4487__L_LMGN,DZ
SEQ_4493__L_LMGN,DZ
SEQ_4507__L_LMGN,DZ
SEQ_4513__L_LMGN,DZ
SEQ_4521__L_LMGN,DZ
N_199_L_LMGN,DZ
N_200_L_LMGN,DZ
N_201_L_LMGN,DZ
SEQ_4575__L_LMGN,DZ
SEQ_4609__L_LMGN,DZ
SEQ_4641__L_LMGN,DZ
SEQ_4769__L_LMGN,ES
SEQ_4773__L_LMGN,ES
SEQ_4779__L_LMGN,ES
N_203_L_LMGN,TN
SEQ_4831__L_LMGN,TN
N_204_L_LMGN,DZ
SEQ_4837__L_LMGN,DZ
SEQ_4841__L_LMGN,DZ
SEQ_4847__L_LMGN,DZ
SEQ_4849__L_LMGN,DZ
SEQ_4859__L_LMGN,DZ
SEQ_4863__L_LMGN,DZ
SEQ_4869__L_LMGN,DZ
SEQ_4877__L_LMGN,DZ
SEQ_4883__L_LMGN,DZ
N_205_L_LMGN,DZ
N_206_L_LMGN,
N_207_L_LMGN,IR
SEQ_5059__L_LMGN,IR
SEQ_4859_p,IT
N_256_M_LMGN,IL
SEQ_5567__L_LMGN,SY
N_227_L_LMGN,SY
N_228_L_LMGN,SY
SEQ_5861__L_LMGN,PL
SEQ_5939__L_LMGN,FR
SEQ_5959__L_LMGN,FR
SEQ_4960_p,FR
SEQ_6033__L_LMGN,FR
N_241_L_LMGN,FR
SEQ_4969_p,DZ
SEQ_6059__L_LMGN,DZ
SEQ_6067__L_LMGN,DZ
SEQ_6077__L_LMGN,DZ
SEQ_6083__L_LMGN,DZ
SEQ_6091__L_LMGN,DZ
SEQ_6101__L_LMGN,DZ
SEQ_6117__L_LMGN,DZ
SEQ_6127__L_LMGN,DZ
SEQ_6129__L_LMGN,DZ
SEQ_6163__L_LMGN,TN
SEQ_6175__L_LMGN,TN
N_244_L_LMGN,SY
N_245_L_LMGN,EG
SEQ_5042_p,UA
SEQ_6525__L_LMGN,FR
SEQ_6533__L_LMGN,FR
N_255_L_LMGN,BE
SEQ_7153__L_LMGN,SY
SEQ_7179__L_LMGN,SY
SEQ_5151_p,UA
SEQ_5156_p,UA
SEQ_7283__L_LMGN,BG
SEQ_7313__L_LMGN,BG
SEQ_7363__L_LMGN,RU
SEQ_7365__L_LMGN,RU
SEQ_7373__L_LMGN,RU
N_266_L_LMGN,RU
SEQ_7519__L_LMGN,DZ
SEQ_7521__L_LMGN,DZ
SEQ_7529__L_LMGN,DZ
SEQ_7533__L_LMGN,DZ
SEQ_7535__L_LMGN,DZ
SEQ_7541__L_LMGN,DZ
SEQ_7551__L_LMGN,DZ
SEQ_7563__L_LMGN,DZ
SEQ_7577__L_LMGN,DZ
N_279_L_LMGN,IQ
N_281_L_LMGN,RU
SEQ_8113__L_LMGN,RU
N_248_L_LMGN,RU
SEQ_8265__L_LMGN,RU
SEQ_8285__L_LMGN,RU
SEQ_5297_p,RU
N_253_S_LMGN,TR
N_295_L_LMGN,RU
N_297_L_LMGN,EG
N_258_M_LMGN,RU
N_338_M_LMGN,FR
N_596_M_LMGN,RU
SEQ_3039__M_LMGN,BE
N_41_M_LMGN,EG
N_782_M_LMGN,PL
N_1820_M_LMGN,RU
SEQ_8971__M_LMGN,IT
N_38_M_LMGN,SY
SEQ_5151__M_LMGN,BY
Stor_NonEU_5,TR
SEQ_2929__M_LMGN,PL
N_253_M_LMGN,
SEQ_2769__M_LMGN,DZ
N_444_M_LMGN,RU
N_123_M_LMGN,RU
N_73_M_LMGN,LY
N_915_M_LMGN,FR
SEQ_6515__M_LMGN,PL
N_801_M_LMGN,TN
N_748_M_LMGN,RU
SEQ_895__M_LMGN,RU
N_562_M_LMGN,FR
SEQ_6069__M_LMGN,RU
N_392_M_LMGN,RU
N_172_M_LMGN,EG
SEQ_4241__M_LMGN,LY
SEQ_5455_p,LY
N_3_M_LMGN,LY
N_8_M_LMGN,KZ
SEQ_75__M_LMGN,KZ
